strategy,budget,layout_file,representative_pool_file,direct,near,far,mean_hop,max_hop,overlap_count,monitor_dispersion_mean_hop,monitor_redundancy_mean_jaccard,signature_mean_nn,signature_min_nn,signature_p10_nn,core_total,objective_candidate_observability,objective_candidate_separability,objective_global_coverage,objective_key_structure,objective_noncandidate_backbone,objective_coverage_balance,objective_monitor_dispersion,objective_redundancy_penalty,objective_reconstruction,objective_overlap_penalty,reconstruction_norm_rmse,reconstruction_r2,objective_failure_robustness,robustness_case_count,objective_total,anneal_steps,representative_pool_size,representative_pool_candidate_overlap,key_node_count,noncandidate_backbone_count,overlap_anchor_target,selected_overlap_count,sensitivity_mean_selected
two_stage_generalization_balanced_layout_v3,25,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_generalization_balanced_layout_v3\monitor_nodes_two_stage_generalization_balanced_layout_v3_N25.json,E:\11.16\script2_new\chapter5_layout_optimization\outputs\representative_pools\two_stage_generalization_balanced_layout_v3\representative_pool_two_stage_generalization_balanced_layout_v3_N25.json,13,29,8,1.68,15.0,13,13.4,0.025440476190476187,2.7125165462493896,0.10423190146684647,0.16482147574424744,0.705787317245564,0.6050000190734863,0.791132200310035,0.682489812374115,0.8267519474029541,0.8453526496887207,0.7596473693847656,1.0,0.2725996641765038,0.754261244990104,0.04,0.3348257385001795,0.8878917202255294,0.6845304572816201,13,0.7879309721193584,180,37,21,19,23,12,13,0.17032165825366974
