strategy,budget,layout_file,representative_pool_file,direct,near,far,mean_hop,max_hop,overlap_count,monitor_dispersion_mean_hop,monitor_redundancy_mean_jaccard,signature_mean_nn,signature_min_nn,signature_p10_nn,core_total,objective_candidate_observability,objective_candidate_separability,objective_global_coverage,objective_key_structure,objective_noncandidate_backbone,objective_coverage_balance,objective_monitor_dispersion,objective_redundancy_penalty,objective_reconstruction,objective_overlap_penalty,reconstruction_norm_rmse,reconstruction_r2,objective_failure_robustness,robustness_case_count,objective_total,anneal_steps,representative_pool_size,representative_pool_candidate_overlap,key_node_count,noncandidate_backbone_count,overlap_anchor_target,overlap_cap,selected_overlap_count,sensitivity_mean_selected,weight_preset
two_stage_generalization_balanced_layout_v3_1,25,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_generalization_balanced_layout_v3_1\monitor_nodes_two_stage_generalization_balanced_layout_v3_1_N25.json,E:\11.16\script2_new\chapter5_layout_optimization\outputs\representative_pools\two_stage_generalization_balanced_layout_v3_1\representative_pool_two_stage_generalization_balanced_layout_v3_1_N25.json,14,30,6,1.36,15.0,14,13.656666666666666,0.02116931216931217,2.8010001182556152,0.10644401609897614,0.1700039952993393,0.6421764282153843,0.6299999952316284,0.8015170075593254,0.6869652271270752,0.8108679056167603,0.8437314629554749,0.7862685322761536,1.0,0.27146849246323107,0.7503179601273141,0.08,0.3393599570473999,0.8848348358893852,0.6198022301385475,13,0.7041566512292391,180,37,21,19,23,12,14,14,0.15990158915519714,v3_1
