strategy,budget,layout_file,representative_pool_file,direct,near,far,mean_hop,max_hop,overlap_count,monitor_dispersion_mean_hop,monitor_redundancy_mean_jaccard,signature_mean_nn,signature_min_nn,signature_p10_nn,core_total,objective_candidate_observability,objective_candidate_separability,objective_global_coverage,objective_key_structure,objective_noncandidate_backbone,objective_coverage_balance,objective_monitor_dispersion,objective_redundancy_penalty,objective_reconstruction,objective_overlap_penalty,reconstruction_norm_rmse,reconstruction_r2,objective_failure_robustness,robustness_case_count,objective_total,anneal_steps,representative_pool_size,representative_pool_candidate_overlap,key_node_count,noncandidate_backbone_count,overlap_anchor_target,overlap_cap,selected_overlap_count,sensitivity_mean_selected,weight_preset
two_stage_generalization_balanced_layout_v3_1a,25,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_generalization_balanced_layout_v3_1a\monitor_nodes_two_stage_generalization_balanced_layout_v3_1a_N25.json,E:\11.16\script2_new\chapter5_layout_optimization\outputs\representative_pools\two_stage_generalization_balanced_layout_v3_1a\representative_pool_two_stage_generalization_balanced_layout_v3_1a_N25.json,13,31,6,1.38,15.0,13,13.596666666666666,0.02127380952380952,2.8142457008361816,0.10638021677732468,0.169948548078537,0.6384891627741652,0.6225000023841858,0.8029527994210134,0.6836288571357727,0.8267519474029541,0.8335040211677551,0.7889959812164307,1.0,0.27265233418345447,0.7029265074418035,0.04,0.3924463865368078,0.8459858484097205,0.6185447983215897,13,0.7003436426063242,180,37,21,19,23,12,13,13,0.16187456250190735,v3_1
