strategy,budget,layout_file,representative_pool_file,direct,near,far,mean_hop,max_hop,overlap_count,monitor_dispersion_mean_hop,monitor_redundancy_mean_jaccard,signature_mean_nn,signature_min_nn,signature_p10_nn,core_total,objective_candidate_observability,objective_candidate_separability,objective_global_coverage,objective_key_structure,objective_redundancy_penalty,objective_reconstruction,reconstruction_norm_rmse,reconstruction_r2,objective_failure_robustness,robustness_case_count,objective_total,anneal_steps,representative_pool_size,representative_pool_candidate_overlap,key_node_count,sensitivity_mean_selected
two_stage_balanced_layout_v2,25,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v2\monitor_nodes_two_stage_balanced_layout_v2_N25.json,E:\11.16\script2_new\chapter5_layout_optimization\outputs\representative_pools\two_stage_balanced_layout_v2\representative_pool_two_stage_balanced_layout_v2_N25.json,15,29,6,1.56,15.0,15,13.063333333333333,0.01737037037037037,3.224699020385742,0.08312425762414932,0.24884463846683502,0.6281444411081184,0.6225000023841858,0.848256631251153,0.6215307116508484,0.676693856716156,0.22868766228357948,0.8419410629434115,0.22859457355999116,0.9477445176985155,0.5880139052669692,13,0.7575075002668517,120,35,19,19,0.14279210567474365
