layout,model,seeds,active_period_recall_mean,active_period_recall_std,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std,event_level_top1_mean,event_level_top1_std,event_level_top3_mean,event_level_top3_std,event_level_top5_mean,event_level_top5_std,detection_latency_mean_mean,detection_latency_mean_std
degree_N25,hydraulic_inverse,7/42/123,0.3199734241511079,0.03523563756519165,0.335808917509561,0.0498217120816144,0.24586863574171877,0.06411524537548985,0.33345930662165457,0.03200569668885748,0.37992068452142486,0.030444342871789543,0.24444444444444444,0.09686442096757052,0.362962962962963,0.01283000598199167,0.4,0.03849001794597504,3.3637566137566135,2.954034817249132
degree_N25,lstm_graphsage_edge,7/42/123,0.2965956179864165,0.004424908559933977,0.3083186626165412,0.03476824431192167,0.22379723807539778,0.05682033838182908,0.3039834012864156,0.017061755123910227,0.35395727820370865,0.023548194424132023,0.2074074074074074,0.06789001029564207,0.2740740740740741,0.01283000598199167,0.3259259259259259,0.033945005147821054,1.9423076923076923,3.1127392008790724
downstream_N25,hydraulic_inverse,7/42/123,0.2753232381735819,0.0409825421164934,0.23370138576381105,0.03675699902916754,0.14858539818878264,0.046800319134551016,0.21114572991886582,0.05052178658320183,0.2792704436014854,0.011347250748004498,0.14814814814814814,0.05592469952052408,0.2148148148148148,0.07804187965076102,0.28148148148148144,0.01283000598199167,6.220393985099868,0.6448319791902963
downstream_N25,lstm_graphsage_edge,7/42/123,0.2231269279127555,0.05472064964828439,0.27123151414415353,0.01719551858340266,0.1867009980442027,0.042455527927525084,0.25657458470784755,0.02350422343104637,0.29561034280759296,0.0032189305325722594,0.17037037037037037,0.07143445008142929,0.26666666666666666,0.03849001794597506,0.3037037037037037,0.012830005981991702,1.9705882352941178,3.4131589443269053
