setting,n_seeds,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std,active_period_recall_mean,active_period_recall_std,detection_latency_mean_mean,detection_latency_mean_std,event_level_top1_mean,event_level_top1_std,event_level_top3_mean,event_level_top3_std,event_level_top5_mean,event_level_top5_std
degree_N25 + full_graph_sparse_observation + v2e_dense_ie + residual8 + hydraulic_inverse_deepattn,3,0.9129464442971122,0.038447069215964615,0.8434411664959823,0.059941039891279926,0.9820614036739752,0.01729462172830594,0.9914931608382185,0.010771609963030533,0.9775440232370651,0.017095284454511635,0.12962962962962962,0.13981174880131017,0.8703703703703703,0.016037507477489547,0.9722222222222222,0.02777777777777779,0.9814814814814815,0.03207501495497923
