seed,mrr,top1,top3,top5,active_period_recall,event_level_top1,event_level_top3,event_level_top5
42,0.4937176836263352,0.3988439306358382,0.47784200385356457,0.5568400770712909,0.3603082851637765,0.3333333333333333,0.4166666666666667,0.5277777777777778
7,0.4530668453696896,0.3627450980392157,0.4411764705882353,0.46895424836601307,0.30392156862745096,0.3611111111111111,0.4166666666666667,0.4444444444444444
123,0.3810647765990176,0.2957516339869281,0.35294117647058826,0.4150326797385621,0.2369281045751634,0.2777777777777778,0.3611111111111111,0.4722222222222222
