n_samples,mrr,top1,top3,top5,top10,top20,tau,topk,c_value,candidate_onehot,embedding_dim,train_shortlist_samples,val_shortlist_samples
710,0.44670159604942306,0.36338028169014086,0.4647887323943662,0.5253521126760563,0.5788732394366197,0.7929577464788733,2.0,5,0.1,True,16,1463,373
710,0.4481100467536484,0.3647887323943662,0.46056338028169014,0.5253521126760563,0.5788732394366197,0.7929577464788733,2.0,5,1.0,True,16,1463,373
710,0.451701596049423,0.3704225352112676,0.4619718309859155,0.5253521126760563,0.5788732394366197,0.7929577464788733,2.0,5,10.0,True,16,1463,373
710,0.4365277753474333,0.35070422535211265,0.4507042253521127,0.4859154929577465,0.5788732394366197,0.7929577464788733,2.0,10,0.1,True,16,1839,411
710,0.438964618629347,0.3563380281690141,0.4507042253521127,0.48169014084507045,0.5788732394366197,0.7929577464788733,2.0,10,1.0,True,16,1839,411
710,0.43721467452024804,0.35774647887323946,0.44084507042253523,0.47746478873239434,0.5788732394366197,0.7929577464788733,2.0,10,10.0,True,16,1839,411
710,0.4488057846303592,0.3619718309859155,0.4507042253521127,0.5211267605633803,0.5985915492957746,0.7929577464788733,2.0,20,0.1,True,16,2399,563
710,0.450206934341368,0.36338028169014086,0.45211267605633804,0.5225352112676056,0.6028169014084507,0.7929577464788733,2.0,20,1.0,True,16,2399,563
710,0.4496286413511032,0.3619718309859155,0.45774647887323944,0.5154929577464789,0.6028169014084507,0.7929577464788733,2.0,20,10.0,True,16,2399,563
710,0.44693633783346065,0.36338028169014086,0.4647887323943662,0.5253521126760563,0.5788732394366197,0.7929577464788733,5.0,5,0.1,True,16,1463,373
710,0.44740582140153573,0.36338028169014086,0.46056338028169014,0.5253521126760563,0.5788732394366197,0.7929577464788733,5.0,5,1.0,True,16,1463,373
710,0.4515607509790005,0.3704225352112676,0.46056338028169014,0.5253521126760563,0.5788732394366197,0.7929577464788733,5.0,5,10.0,True,16,1463,373
710,0.43699725891550845,0.352112676056338,0.4507042253521127,0.4859154929577465,0.5788732394366197,0.7929577464788733,5.0,10,0.1,True,16,1839,411
710,0.4388002993805208,0.3563380281690141,0.4507042253521127,0.4830985915492958,0.5788732394366197,0.7929577464788733,5.0,10,1.0,True,16,1839,411
710,0.4377741424388709,0.3563380281690141,0.44647887323943664,0.48169014084507045,0.5788732394366197,0.7929577464788733,5.0,10,10.0,True,16,1839,411
710,0.4484656760526672,0.3619718309859155,0.4507042253521127,0.5211267605633803,0.5985915492957746,0.7929577464788733,5.0,20,0.1,True,16,2399,563
710,0.44999124359936143,0.36338028169014086,0.4535211267605634,0.5197183098591549,0.5957746478873239,0.7929577464788733,5.0,20,1.0,True,16,2399,563
710,0.4507162782838105,0.3647887323943662,0.4563380281690141,0.5126760563380282,0.6028169014084507,0.7929577464788733,5.0,20,10.0,True,16,2399,563
710,0.44693633783346065,0.36338028169014086,0.4647887323943662,0.5253521126760563,0.5788732394366197,0.7929577464788733,8.0,5,0.1,True,16,1463,373
710,0.44740582140153573,0.36338028169014086,0.46056338028169014,0.5253521126760563,0.5788732394366197,0.7929577464788733,8.0,5,1.0,True,16,1463,373
710,0.4509738965189066,0.36901408450704226,0.4619718309859155,0.5253521126760563,0.5788732394366197,0.7929577464788733,8.0,5,10.0,True,16,1463,373
710,0.4369637243749317,0.352112676056338,0.4507042253521127,0.4859154929577465,0.5788732394366197,0.7929577464788733,8.0,10,0.1,True,16,1839,411
710,0.4380960740284081,0.35492957746478876,0.45211267605633804,0.48169014084507045,0.5788732394366197,0.7929577464788733,8.0,10,1.0,True,16,1839,411
710,0.4379256067804761,0.35774647887323946,0.44647887323943664,0.48169014084507045,0.5788732394366197,0.7929577464788733,8.0,10,10.0,True,16,1839,411
710,0.44987412675689253,0.3647887323943662,0.4507042253521127,0.5211267605633803,0.5985915492957746,0.7929577464788733,8.0,20,0.1,True,16,2399,563
710,0.4513405034326835,0.36619718309859156,0.4535211267605634,0.5225352112676056,0.5957746478873239,0.7929577464788733,8.0,20,1.0,True,16,2399,563
710,0.451565261069413,0.36619718309859156,0.45492957746478874,0.5154929577464789,0.6028169014084507,0.7929577464788733,8.0,20,10.0,True,16,2399,563
