n_samples,mrr,top1,top3,top5,top10,top20,tau,topk,c_value,candidate_onehot,embedding_dim,train_shortlist_samples,val_shortlist_samples
612,0.4550533725555634,0.39215686274509803,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,2.0,5,0.1,False,16,1483,295
612,0.45685075817647836,0.39705882352941174,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,2.0,5,1.0,False,16,1483,295
612,0.4536372505512061,0.39215686274509803,0.4395424836601307,0.4820261437908497,0.5555555555555556,0.704248366013072,2.0,5,10.0,False,16,1483,295
612,0.44851418280558925,0.3839869281045752,0.44607843137254904,0.47549019607843135,0.5555555555555556,0.704248366013072,2.0,10,0.1,False,16,1846,340
612,0.4534634773382172,0.3937908496732026,0.44281045751633985,0.47549019607843135,0.5555555555555556,0.704248366013072,2.0,10,1.0,False,16,1846,340
612,0.4587778252996239,0.40522875816993464,0.43790849673202614,0.4722222222222222,0.5555555555555556,0.704248366013072,2.0,10,10.0,False,16,1846,340
612,0.4501860465155228,0.3954248366013072,0.4297385620915033,0.46078431372549017,0.5245098039215687,0.704248366013072,2.0,20,0.1,False,16,2448,431
612,0.4531447790030676,0.4035947712418301,0.4297385620915033,0.45751633986928103,0.5228758169934641,0.704248366013072,2.0,20,1.0,False,16,2448,431
612,0.4554434533715684,0.4068627450980392,0.4297385620915033,0.46078431372549017,0.5294117647058824,0.704248366013072,2.0,20,10.0,False,16,2448,431
612,0.4542363790915111,0.39052287581699346,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,5.0,5,0.1,False,16,1483,295
612,0.4569324575228836,0.39705882352941174,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,5.0,5,1.0,False,16,1483,295
612,0.45399128105229536,0.39215686274509803,0.44281045751633985,0.4820261437908497,0.5555555555555556,0.704248366013072,5.0,5,10.0,False,16,1483,295
612,0.44856346177643686,0.3839869281045752,0.4444444444444444,0.477124183006536,0.5555555555555556,0.704248366013072,5.0,10,0.1,False,16,1846,340
612,0.4557160450319613,0.39869281045751637,0.4411764705882353,0.47549019607843135,0.5555555555555556,0.704248366013072,5.0,10,1.0,False,16,1846,340
612,0.4569259734477721,0.4019607843137255,0.43790849673202614,0.4738562091503268,0.5555555555555556,0.704248366013072,5.0,10,10.0,False,16,1846,340
612,0.4481983743613282,0.39215686274509803,0.4297385620915033,0.4591503267973856,0.5261437908496732,0.704248366013072,5.0,20,0.1,False,16,2448,431
612,0.45380154892716135,0.4035947712418301,0.4297385620915033,0.4591503267973856,0.5245098039215687,0.704248366013072,5.0,20,1.0,False,16,2448,431
612,0.45787264326205857,0.4084967320261438,0.43137254901960786,0.46078431372549017,0.5392156862745098,0.704248366013072,5.0,20,10.0,False,16,2448,431
612,0.4542363790915111,0.39052287581699346,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,8.0,5,0.1,False,16,1483,295
612,0.455298470594779,0.3937908496732026,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,8.0,5,1.0,False,16,1483,295
612,0.4543725446688531,0.3937908496732026,0.4395424836601307,0.4820261437908497,0.5555555555555556,0.704248366013072,8.0,5,10.0,False,16,1483,295
612,0.44894213176294995,0.3839869281045752,0.44607843137254904,0.477124183006536,0.5555555555555556,0.704248366013072,8.0,10,0.1,False,16,1846,340
612,0.4530173729705442,0.3937908496732026,0.4395424836601307,0.47549019607843135,0.5555555555555556,0.704248366013072,8.0,10,1.0,False,16,1846,340
612,0.4584484342839583,0.4035947712418301,0.4411764705882353,0.4722222222222222,0.5555555555555556,0.704248366013072,8.0,10,10.0,False,16,1846,340
612,0.4484726787095339,0.39215686274509803,0.4297385620915033,0.45751633986928103,0.5326797385620915,0.704248366013072,8.0,20,0.1,False,16,2448,431
612,0.45447715848036613,0.4035947712418301,0.4297385620915033,0.45751633986928103,0.5277777777777778,0.704248366013072,8.0,20,1.0,False,16,2448,431
612,0.45580020606396127,0.4035947712418301,0.43300653594771243,0.46078431372549017,0.5522875816993464,0.704248366013072,8.0,20,10.0,False,16,2448,431
