subset,n_samples,coverage,covered_samples,top1_all,top3_all,top5_all,top10_all,mrr_all,top1_covered,top3_covered,top5_covered,top10_covered,mrr_covered,mean_rank_covered
all50,582,1.0,582,0.4072164948453608,0.5137457044673539,0.5721649484536082,0.7628865979381443,0.5078315667498505,0.4072164948453608,0.5137457044673539,0.5721649484536082,0.7628865979381443,0.5078315667498505,5.601374570446735
direct_near,582,0.7628865838050842,444,0.4072164948453608,0.46563573883161513,0.5137457044673539,0.7302405498281787,0.6185191685191684,0.5337837837837838,0.6103603603603603,0.6734234234234234,0.9572072072072072,0.6185191685191684,3.8963963963963963
near_only,582,0.39175257086753845,228,0.03608247422680412,0.09450171821305842,0.14261168384879724,0.3917525773195876,0.2578738512949039,0.09210526315789473,0.2412280701754386,0.36403508771929827,1.0,0.2578738512949039,6.557017543859649
direct_only,582,0.3711340129375458,216,0.3711340206185567,0.3711340206185567,0.3711340206185567,0.3711340206185567,1.0,1.0,1.0,1.0,1.0,1.0,1.0
