seed,config,mrr,top1,top3,top5,active_period_recall,event_level_top1,type_top1_I,type_top1_E
42,v2e_dense_ie_stage1,0.5014786501077638,0.39751552795031053,0.4906832298136646,0.5734989648033126,0.39544513457556935,0.3888888888888889,0.4492753623188406,0.3285024154589372
7,v2e_dense_ie_stage1,0.5078315709643962,0.4072164948453608,0.5137457044673539,0.5721649484536082,0.422680412371134,0.3888888888888889,0.41509433962264153,0.3977272727272727
123,v2e_dense_ie_stage1,0.41015346888817994,0.29901960784313725,0.39215686274509803,0.5147058823529411,0.25163398692810457,0.3055555555555556,0.3712121212121212,0.16666666666666666
