true_node,defect_type,true_rank,observability_tier,nearest_monitor_hop,in_top1,in_top3,in_top5,in_top10,in_top20
HS2003111,I,10,far,15,0,0,0,1,1
HS2003111,I,11,far,15,0,0,0,0,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
HS1306601,E,1,direct,0,1,1,1,1,1
MH0201710,I,17,far,15,0,0,0,0,1
MH0201710,I,18,far,15,0,0,0,0,1
MH0201710,I,18,far,15,0,0,0,0,1
MH0201710,I,18,far,15,0,0,0,0,1
MH0201710,I,18,far,15,0,0,0,0,1
MH0201710,I,19,far,15,0,0,0,0,1
MH0201710,I,20,far,15,0,0,0,0,1
MH0201710,I,20,far,15,0,0,0,0,1
MH0201710,I,21,far,15,0,0,0,0,0
MH0201710,I,21,far,15,0,0,0,0,0
MH0201710,I,21,far,15,0,0,0,0,0
MH0201710,I,19,far,15,0,0,0,0,1
MH0201710,I,17,far,15,0,0,0,0,1
MH0201710,I,17,far,15,0,0,0,0,1
MH0201710,I,16,far,15,0,0,0,0,1
MH0201710,I,15,far,15,0,0,0,0,1
MH0201710,I,16,far,15,0,0,0,0,1
MH0201710,I,16,far,15,0,0,0,0,1
MH0201710,I,16,far,15,0,0,0,0,1
MH0201710,I,16,far,15,0,0,0,0,1
MH0201710,I,15,far,15,0,0,0,0,1
MH0201710,I,15,far,15,0,0,0,0,1
MH0201710,I,15,far,15,0,0,0,0,1
MH0201710,I,16,far,15,0,0,0,0,1
