config,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std
v2e_dense_ie_stage1,0.47315456332011335,0.0446239347254266,0.3679172102129362,0.04887867223309099,0.4655285990087055,0.05272904446975622,0.5534565985366207,0.027406305885889132
v2e_dense_ie_reranker,0.4799292578784897,0.05132628318775569,0.37426367528932986,0.06374360331899562,0.47059025811629496,0.04621775719030022,0.5617381720355854,0.034931922080097405
