seed,mrr,top1,top3,top5,active_period_recall,detection_latency_mean,event_level_top1,event_level_top3,event_level_top5
42,0.9403726733742787,0.8861283643892339,0.9937888198757764,1.0,0.9606625258799172,0.1111111111111111,0.8611111111111112,1.0,1.0
7,0.869000423840436,0.7749140893470791,0.9621993127147767,0.979381443298969,0.9948453608247423,0.0,0.8611111111111112,0.9444444444444444,0.9444444444444444
123,0.9294662356766221,0.869281045751634,0.9901960784313726,0.9950980392156863,0.9771241830065359,0.2777777777777778,0.8888888888888888,0.9722222222222222,1.0
