n_samples,mrr,top1,top3,top5,top10,top20,tau,topk,c_value,candidate_onehot,embedding_dim,train_shortlist_samples,val_shortlist_samples
612,0.45622439652070496,0.3954248366013072,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,2.0,5,0.1,True,16,1483,295
612,0.45750435294772024,0.3954248366013072,0.4411764705882353,0.4820261437908497,0.5555555555555556,0.704248366013072,2.0,5,1.0,True,16,1483,295
612,0.45695969063835207,0.39705882352941174,0.4411764705882353,0.4820261437908497,0.5555555555555556,0.704248366013072,2.0,5,10.0,True,16,1483,295
612,0.4555714501569743,0.39869281045751637,0.4395424836601307,0.4738562091503268,0.5555555555555556,0.704248366013072,2.0,10,0.1,True,16,1846,340
612,0.45438551281907613,0.3954248366013072,0.4395424836601307,0.4738562091503268,0.5555555555555556,0.704248366013072,2.0,10,1.0,True,16,1846,340
612,0.4573604064802443,0.4019607843137255,0.4395424836601307,0.4673202614379085,0.5555555555555556,0.704248366013072,2.0,10,10.0,True,16,1846,340
612,0.45702039818289675,0.39705882352941174,0.43790849673202614,0.4852941176470588,0.5751633986928104,0.704248366013072,2.0,20,0.1,True,16,2448,431
612,0.45983761906168047,0.4019607843137255,0.43790849673202614,0.48366013071895425,0.5718954248366013,0.704248366013072,2.0,20,1.0,True,16,2448,431
612,0.4601151426775836,0.4035947712418301,0.4395424836601307,0.4820261437908497,0.5702614379084967,0.704248366013072,2.0,20,10.0,True,16,2448,431
612,0.45540740305665267,0.3954248366013072,0.4444444444444444,0.4820261437908497,0.5555555555555556,0.704248366013072,5.0,5,0.1,True,16,1483,295
612,0.45777668410240435,0.39705882352941174,0.4411764705882353,0.4820261437908497,0.5555555555555556,0.704248366013072,5.0,5,1.0,True,16,1483,295
612,0.4575043529477201,0.39869281045751637,0.4411764705882353,0.4820261437908497,0.5555555555555556,0.704248366013072,5.0,5,10.0,True,16,1483,295
612,0.45502678784760603,0.39705882352941174,0.4395424836601307,0.4738562091503268,0.5555555555555556,0.704248366013072,5.0,10,0.1,True,16,1846,340
612,0.45396534475184924,0.3954248366013072,0.4395424836601307,0.47058823529411764,0.5555555555555556,0.704248366013072,5.0,10,1.0,True,16,1846,340
612,0.4577299987616013,0.4035947712418301,0.43790849673202614,0.4673202614379085,0.5555555555555556,0.704248366013072,5.0,10,10.0,True,16,1846,340
612,0.45714060589393485,0.39705882352941174,0.43790849673202614,0.4852941176470588,0.576797385620915,0.704248366013072,5.0,20,0.1,True,16,2448,431
612,0.45997378463902255,0.4019607843137255,0.4395424836601307,0.48366013071895425,0.5718954248366013,0.704248366013072,5.0,20,1.0,True,16,2448,431
612,0.4592691243755387,0.4019607843137255,0.43790849673202614,0.4820261437908497,0.5718954248366013,0.704248366013072,5.0,20,10.0,True,16,2448,431
612,0.4551350719019686,0.3954248366013072,0.4411764705882353,0.4820261437908497,0.5555555555555556,0.704248366013072,8.0,5,0.1,True,16,1483,295
612,0.45777668410240435,0.39705882352941174,0.4411764705882353,0.4820261437908497,0.5555555555555556,0.704248366013072,8.0,5,1.0,True,16,1483,295
612,0.45641502832898384,0.39705882352941174,0.4411764705882353,0.4820261437908497,0.5555555555555556,0.704248366013072,8.0,5,10.0,True,16,1483,295
612,0.45502678784760603,0.39705882352941174,0.4395424836601307,0.4738562091503268,0.5555555555555556,0.704248366013072,8.0,10,0.1,True,16,1846,340
612,0.45423767590653336,0.3954248366013072,0.4395424836601307,0.47058823529411764,0.5555555555555556,0.704248366013072,8.0,10,1.0,True,16,1846,340
612,0.457418763156248,0.4035947712418301,0.43790849673202614,0.4673202614379085,0.5555555555555556,0.704248366013072,8.0,10,10.0,True,16,1846,340
612,0.4568602007187777,0.39705882352941174,0.43790849673202614,0.48366013071895425,0.5751633986928104,0.704248366013072,8.0,20,0.1,True,16,2448,431
612,0.4588209160841932,0.40032679738562094,0.4395424836601307,0.48366013071895425,0.5718954248366013,0.704248366013072,8.0,20,1.0,True,16,2448,431
612,0.460990551763777,0.40522875816993464,0.4395424836601307,0.48366013071895425,0.5702614379084967,0.704248366013072,8.0,20,10.0,True,16,2448,431
