feature_scope,seeds,active_period_recall_mean,active_period_recall_std,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std,event_level_top1_mean,event_level_top1_std,event_level_top3_mean,event_level_top3_std,event_level_top5_mean,event_level_top5_std,detection_latency_mean_mean,detection_latency_mean_std,top1_I_mean,top1_I_std,top1_E_mean,top1_E_std,top1_P_mean,top1_P_std
residual12,7/42/123,0.3199734241511079,0.03523563756519165,0.335808917509561,0.0498217120816144,0.24586863574171877,0.06411524537548983,0.33345930662165457,0.03200569668885748,0.37992068452142486,0.030444342871789543,0.24444444444444444,0.09686442096757052,0.362962962962963,0.01283000598199167,0.4,0.03849001794597504,3.3637566137566135,2.954034817249132,0.17989726323059657,0.10102118954183376,0.32128536187042617,0.06976109471229124,0.24381842066851553,0.10877623008501697
residual10,7/42/123,0.28083375875549327,0.043536491596722196,0.3029465242383697,0.057715725314194576,0.21097428923975725,0.047264342108371944,0.29972504628771157,0.08675303578000809,0.3495753027746682,0.09538494818040053,0.21481481481481482,0.05592469952052407,0.28888888888888886,0.08888888888888888,0.34814814814814815,0.08981004187394177,2.013227513227513,2.360498564445046,0.17091858758525424,0.09600193048386023,0.2539081047824652,0.05534785257908773,0.19179008117849164,0.17161603987994895
residual8,7/42/123,0.3215591232513496,0.06650771154914531,0.3573941471083998,0.04265644569079701,0.26843006377644135,0.03822895797514998,0.36906834963418783,0.05594737392407737,0.4013260961965351,0.05569948704999006,0.2814814814814815,0.07143445008142929,0.34074074074074073,0.0841319754933374,0.37777777777777777,0.08012336167697755,3.080952380952381,2.6709446977111475,0.17897018284615185,0.0888389326906343,0.36428625059697883,0.035770970978354216,0.26943624176144976,0.0927435108302052
