n_samples,mrr,top1,top3,top5,top10,top20,route_mode,tier_bonus,topk,tau,c_value,candidate_onehot,embedding_dim,reranker_kind,mlp_hidden,mlp_alpha
561,0.5518879449205519,0.46524064171123,0.5204991087344029,0.6185383244206774,0.7843137254901961,0.9964349376114082,top1_tier,0.0,10,2.0,0.1,True,16,mlp,"64,32",0.0001
561,0.5952147706003189,0.5151515151515151,0.6007130124777184,0.6488413547237076,0.7843137254901961,0.9964349376114082,top1_tier,0.25,10,2.0,0.1,True,16,mlp,"64,32",0.0001
561,0.597826320270692,0.5151515151515151,0.6024955436720143,0.6666666666666666,0.7843137254901961,0.9964349376114082,top1_tier,0.5,10,2.0,0.1,True,16,mlp,"64,32",0.0001
561,0.593386968772517,0.5098039215686274,0.5971479500891266,0.6631016042780749,0.7843137254901961,0.9964349376114082,top1_tier,1.0,10,2.0,0.1,True,16,mlp,"64,32",0.0001
561,0.5518879449205519,0.46524064171123,0.5204991087344029,0.6185383244206774,0.7843137254901961,0.9964349376114082,mass_tier,0.0,10,2.0,0.1,True,16,mlp,"64,32",0.0001
561,0.5952147706003189,0.5151515151515151,0.6007130124777184,0.6488413547237076,0.7843137254901961,0.9964349376114082,mass_tier,0.25,10,2.0,0.1,True,16,mlp,"64,32",0.0001
561,0.597826320270692,0.5151515151515151,0.6024955436720143,0.6666666666666666,0.7843137254901961,0.9964349376114082,mass_tier,0.5,10,2.0,0.1,True,16,mlp,"64,32",0.0001
561,0.5948724114344303,0.5115864527629234,0.5989304812834224,0.6648841354723708,0.7843137254901961,0.9964349376114082,mass_tier,1.0,10,2.0,0.1,True,16,mlp,"64,32",0.0001
