feature_scope,seed,active_period_recall,mrr,top1,top3,top5,event_level_top1,event_level_top3,event_level_top5,detection_latency_mean,top1_I,top1_E,top1_P
residual10,7,0.24486803519061584,0.2520715850910658,0.1774193548387097,0.21994134897360704,0.24633431085043989,0.15555555555555556,0.2,0.26666666666666666,0.0,0.0641025641025641,0.3003412969283277,0.11612903225806452
residual10,42,0.3292349726775956,0.3656654955737822,0.2650273224043716,0.39207650273224043,0.4344262295081967,0.26666666666666666,0.37777777777777777,0.4444444444444444,4.611111111111111,0.25,0.1926605504587156,0.38823529411764707
residual10,123,0.2683982683982684,0.29110249205026106,0.19047619047619047,0.28715728715728717,0.36796536796536794,0.2222222222222222,0.28888888888888886,0.3333333333333333,1.4285714285714286,0.19865319865319866,0.2687224669603524,0.07100591715976332
residual12,7,0.2991202346041056,0.280293851069385,0.17595307917888564,0.29765395894428154,0.3489736070381232,0.13333333333333333,0.35555555555555557,0.35555555555555557,5.535714285714286,0.0641025641025641,0.24573378839590443,0.2129032258064516
residual12,42,0.36065573770491804,0.37663400763024885,0.30191256830601093,0.3592896174863388,0.4098360655737705,0.3111111111111111,0.35555555555555557,0.4222222222222222,4.555555555555555,0.25,0.3348623853211009,0.36470588235294116
residual12,123,0.30014430014430016,0.35049889382904914,0.2597402597402597,0.3434343434343434,0.38095238095238093,0.28888888888888886,0.37777777777777777,0.4222222222222222,0.0,0.2255892255892256,0.3832599118942731,0.15384615384615385
residual8,7,0.24486803519061584,0.308139065160386,0.22434017595307917,0.3064516129032258,0.3387096774193548,0.2,0.24444444444444444,0.28888888888888886,0.0,0.07692307692307693,0.34812286689419797,0.2129032258064516
residual8,42,0.3633879781420765,0.3821799147955544,0.2923497267759563,0.3866120218579235,0.4453551912568306,0.3333333333333333,0.37777777777777777,0.4444444444444444,4.5,0.22093023255813954,0.3394495412844037,0.3764705882352941
residual8,123,0.3564213564213564,0.38186346136925886,0.2886002886002886,0.41414141414141414,0.4199134199134199,0.3111111111111111,0.4,0.4,4.742857142857143,0.23905723905723905,0.4052863436123348,0.21893491124260356
