config,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std,active_period_recall_mean,active_period_recall_std,event_level_top1_mean,event_level_top1_std
v2e_dense_ie_stage1,0.47315456332011335,0.0446239347254266,0.3679172102129362,0.04887867223309099,0.4655285990087055,0.05272904446975622,0.5534565985366207,0.027406305885889132,0.3565865112916026,0.07504094156682466,0.3611111111111111,0.0392837100659193
