subset,n_samples,coverage,covered_samples,top1_all,top3_all,top5_all,top10_all,mrr_all,top1_covered,top3_covered,top5_covered,top10_covered,mrr_covered,mean_rank_covered
all50,483,1.0,483,0.39751552795031053,0.4906832298136646,0.5734989648033126,0.8467908902691511,0.501478648779766,0.39751552795031053,0.4906832298136646,0.5734989648033126,0.8467908902691511,0.501478648779766,5.6107660455486545
direct_near,483,0.8260869383811951,399,0.4057971014492754,0.4824016563146998,0.546583850931677,0.8260869565217391,0.5946881091617934,0.49122807017543857,0.5839598997493735,0.6616541353383458,1.0,0.5946881091617934,3.7042606516290726
near_only,483,0.44720497727394104,216,0.033126293995859216,0.10351966873706005,0.16770186335403728,0.4472049689440994,0.25824331275720164,0.07407407407407407,0.23148148148148148,0.375,1.0,0.25824331275720164,5.981481481481482
direct_only,483,0.3788819909095764,183,0.3747412008281574,0.37888198757763975,0.37888198757763975,0.37888198757763975,0.994535519125683,0.9890710382513661,1.0,1.0,1.0,0.994535519125683,1.010928961748634
