config,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std,active_period_recall_mean,active_period_recall_std,event_level_top1_mean,event_level_top1_std
ie_only_v2_stage1,0.4426164351983475,0.04658023665310096,0.35244688755399395,0.04271256849753685,0.42398655030412935,0.052419297908107905,0.4802756683919554,0.05844350775534416,0.3003859861221303,0.05043175255239265,0.32407407407407407,0.03464497580346241
