n_samples,mrr,top1,top3,top5,top10,top20,tau,topk,c_value,candidate_onehot,embedding_dim,train_shortlist_samples,val_shortlist_samples
740,0.33712199665672204,0.2472972972972973,0.3418918918918919,0.3837837837837838,0.5364864864864864,0.6648648648648648,2.0,5,0.1,False,16,1491,284
740,0.32514001467474,0.23243243243243245,0.31756756756756754,0.3837837837837838,0.5364864864864864,0.6648648648648648,2.0,5,1.0,False,16,1491,284
740,0.3232030777378031,0.22972972972972974,0.3162162162162162,0.3837837837837838,0.5364864864864864,0.6648648648648648,2.0,5,10.0,False,16,1491,284
740,0.33758746212218743,0.23108108108108108,0.35405405405405405,0.4445945945945946,0.5364864864864864,0.6648648648648648,2.0,10,0.1,False,16,1902,397
740,0.3342251712598966,0.22837837837837838,0.3418918918918919,0.44594594594594594,0.5364864864864864,0.6648648648648648,2.0,10,1.0,False,16,1902,397
740,0.33536631240103776,0.23108108108108108,0.3418918918918919,0.4472972972972973,0.5364864864864864,0.6648648648648648,2.0,10,10.0,False,16,1902,397
740,0.3432826552380463,0.2445945945945946,0.3581081081081081,0.4243243243243243,0.527027027027027,0.6648648648648648,2.0,20,0.1,False,16,2411,492
740,0.3419592512830633,0.2445945945945946,0.3567567567567568,0.42567567567567566,0.5243243243243243,0.6648648648648648,2.0,20,1.0,False,16,2411,492
740,0.34358853846382115,0.2445945945945946,0.3635135135135135,0.42702702702702705,0.527027027027027,0.6648648648648648,2.0,20,10.0,False,16,2411,492
740,0.3391940687287941,0.25,0.3418918918918919,0.3837837837837838,0.5364864864864864,0.6648648648648648,5.0,5,0.1,False,16,1491,284
740,0.32736974440446975,0.23513513513513515,0.3256756756756757,0.3837837837837838,0.5364864864864864,0.6648648648648648,5.0,5,1.0,False,16,1491,284
740,0.3228877624224878,0.22837837837837838,0.31891891891891894,0.3837837837837838,0.5364864864864864,0.6648648648648648,5.0,5,10.0,False,16,1491,284
740,0.33256601210073744,0.22297297297297297,0.35405405405405405,0.4418918918918919,0.5364864864864864,0.6648648648648648,5.0,10,0.1,False,16,1902,397
740,0.3334347379694633,0.22837837837837838,0.33918918918918917,0.4418918918918919,0.5364864864864864,0.6648648648648648,5.0,10,1.0,False,16,1902,397
740,0.3342997100844355,0.23243243243243245,0.33378378378378376,0.4445945945945946,0.5364864864864864,0.6648648648648648,5.0,10,10.0,False,16,1902,397
740,0.33962630821482614,0.2418918918918919,0.34324324324324323,0.4189189189189189,0.5418918918918919,0.6648648648648648,5.0,20,0.1,False,16,2411,492
740,0.33363726190844234,0.2391891891891892,0.32297297297297295,0.40540540540540543,0.5283783783783784,0.6648648648648648,5.0,20,1.0,False,16,2411,492
740,0.32938200647671634,0.23783783783783785,0.31891891891891894,0.3945945945945946,0.5310810810810811,0.6648648648648648,5.0,20,10.0,False,16,2411,492
740,0.339621996656722,0.25,0.3418918918918919,0.3837837837837838,0.5364864864864864,0.6648648648648648,8.0,5,0.1,False,16,1491,284
740,0.3274823570170824,0.23513513513513515,0.327027027027027,0.3837837837837838,0.5364864864864864,0.6648648648648648,8.0,5,1.0,False,16,1491,284
740,0.3243517263864517,0.23108108108108108,0.3202702702702703,0.3837837837837838,0.5364864864864864,0.6648648648648648,8.0,5,10.0,False,16,1491,284
740,0.33254724333196867,0.22297297297297297,0.35405405405405405,0.4418918918918919,0.5364864864864864,0.6648648648648648,8.0,10,0.1,False,16,1902,397
740,0.33445790399262937,0.22837837837837838,0.34594594594594597,0.4418918918918919,0.5364864864864864,0.6648648648648648,8.0,10,1.0,False,16,1902,397
740,0.3356912802260056,0.23243243243243245,0.3364864864864865,0.4486486486486487,0.5364864864864864,0.6648648648648648,8.0,10,10.0,False,16,1902,397
740,0.3421721569216656,0.24324324324324326,0.34594594594594597,0.4243243243243243,0.5472972972972973,0.6648648648648648,8.0,20,0.1,False,16,2411,492
740,0.33703308733600157,0.2418918918918919,0.33378378378378376,0.40405405405405403,0.5283783783783784,0.6648648648648648,8.0,20,1.0,False,16,2411,492
740,0.33580258256060513,0.2418918918918919,0.3324324324324324,0.40675675675675677,0.527027027027027,0.6648648648648648,8.0,20,10.0,False,16,2411,492
